"","Index","BeginOffset","EndOffset","Score","Text"
"572",0,0,23,0.972081065177917,"Hpakant-born Uru Kasha*"
"573",0,32,53,0.998690783977509,"a jade entrepreneur –"
"574",0,57,65,0.800515711307526,"addition"
"575",0,75,96,0.997748613357544,"a church youth leader"
"576",0,98,115,0.999221682548523,"part-time student"
"577",0,124,129,0.999909520149231,"times"
"578",0,144,167,0.999959826469421,"local non-profit groups"
"579",0,35,46,0.999945044517517,"my priority"
"580",0,65,69,0.998497605323792,"jade"
"581",0,82,92,0.999842822551727,"some money"
"582",0,114,122,0.99988842010498,"a broker"
"583",0,130,145,0.99830037355423,"the 27-year-old"
"584",0,175,192,0.999230563640594,"the jade business"
"585",0,14,34,0.999968111515045,"his high school exam"
"586",0,38,51,0.999808132648468,"the third try"
"587",0,53,62,0.999928891658783,"Uru Kasha"
"588",0,89,99,0.999923229217529,"university"
"589",0,104,123,0.999936819076538,"the past nine years"
"590",0,143,151,0.999907553195953,"my exams"
"591",0,206,217,0.999780118465424,"high school"
"592",0,251,272,0.996728181838989,"a [university] degree"
"593",0,309,316,0.999984860420227,"Hpakant"
"594",0,318,329,0.999983966350555,"my interest"
"595",0,333,342,0.999987959861755,"education"
"596",0,0,11,0.999917805194855,"His parents"
"597",0,22,31,0.999748349189758,"Uru Kasha"
"598",0,36,53,0.999883413314819,"his three sisters"
"599",0,62,79,0.999619364738464,"his oldest sister"
"600",0,79,88,0.999742329120636,"’s income"
"601",0,92,110,0.999964833259583,"a Baptist minister"
"602",0,135,142,0.999833226203918,"his way"
"603",0,149,166,0.999920845031738,"the jade business"
"604",0,194,206,0.99997490644455,"his networks"
"605",0,226,244,0.718361139297485,"jade and practises"
"606",0,245,258,0.949707567691803,"sluice mining"
"607",0,269,274,0.998847246170044,"water"
"608",0,280,300,0.998746335506439,"long, wide hosepipes"
"609",0,310,313,0.99420702457428,"mud"
"610",0,319,329,0.99993896484375,"the stones"
"611",0,13,22,0.999971032142639,"the risks"
"612",0,28,35,0.999983608722687,"a sense"
"613",0,39,47,0.999930262565613,"fatalism"
"614",0,50,56,0.999610602855682,"People"
"615",0,119,128,0.999950706958771,"some jade"
"616",0,8,22,0.999929904937744,"the challenges"
"617",0,65,72,0.999964356422424,"Hpakant"
"618",0,145,162,0.999900639057159,"the jade industry"
"619",0,183,187,0.860456883907318,"jade"
"620",0,4,21,0.99992036819458,"the jade industry"
"621",0,43,64,0.999508738517761,"the Covid-19 pandemic"
"622",0,83,95,0.999955952167511,"a dark cloud"
"623",0,101,117,0.999933063983917,"the liveli­hoods"
"624",0,121,130,0.999937057495117,"Uru Kasha"
"625",0,145,152,0.999968767166138,"Hpakant"
"626",0,154,185,0.938326060771942,"Jade market and border closures"
"627",0,198,204,0.999969482421875,"delays"
"628",0,208,216,0.999987244606018,"the flow"
"629",0,220,225,0.999582469463348,"goods"
"630",0,232,244,0.999985158443451,"the industry"
"631",0,254,269,0.999971568584442,"a dramatic drop"
"632",0,273,299,0.99918270111084,"sellers, buyers and prices"
"633",0,0,13,0.999673128128052,"Last December"
"634",0,15,22,0.99994421005249,"Patrick"
"635",0,28,45,0.988969266414642,"about four tonnes"
"636",0,49,53,0.999604284763336,"jade"
"637",0,57,62,0.999698281288147,"Ruili"
"638",0,73,87,0.999120533466339,"transit routes"
"639",0,111,121,0.999921381473541,"the stones"
"640",0,130,140,0.999766886234283,"two months"
"641",0,170,187,0.999459862709045,"the broker centre"
"642",0,203,210,0.999906897544861,"Hpakant"
"643",0,273,283,0.999821782112122,"the profit"
"644",0,8,20,0.999991416931152,"the industry"
"645",0,68,83,0.999936997890472,"little optimism"
"646",0,90,109,0.99997216463089,"their own prospects"
"647",0,4,20,0.999826490879059,"normal civilians"
"648",0,36,47,0.999099254608154,"much chance"
"649",0,80,93,0.999943256378174,"this industry"
"650",0,101,110,0.999971389770508,"Uru Kasha"
"651",0,140,153,0.999956846237183,"any large sum"
"652",0,157,162,0.99998152256012,"money"
"653",0,184,192,0.999892055988312,"the hope"
"654",0,204,225,0.998575985431671,"a big, valuable stone"
"655",0,226,235,0.904322862625122,"one day ["
"656",0,256,265,0.994775772094727,"this hope"
"657",0,8,15,0.999987006187439,"Hpakant"
"658",0,15,29,0.999818980693817,"’s vast riches"
"659",0,40,50,0.999969363212585,"his dreams"
"660",0,72,111,0.999952971935272,"a simple, comfortable and peaceful life"
"661",0,117,127,0.999970257282257,"his family"
"662",0,159,165,0.628744602203369,"eating"
"663",0,5,12,0.999995470046997,"Hpakant"
"664",0,12,19,0.999713361263275,"’s jade"
"665",0,33,41,0.999949753284454,"the cost"
"666",0,45,52,0.999977946281433,"miners’"
"667",0,53,58,0.978326320648193,"lives"
"668",0,71,81,0.999294877052307,"the wealth"
"669",0,89,94,0.996466279029846,"reach"
"670",0,99,118,0.999984622001648,"the average citizen"
"671",0,120,132,0.999970734119415,"the contrast"
"672",0,199,214,0.999987185001373,"strong feelings"
"673",0,218,231,0.999956130981445,"dispossession"
"674",0,1,8,0.998395025730133,"Hpakant"
"675",0,13,34,0.999246060848236,"the best quality jade"
"676",0,38,47,0.999971091747284,"the world"
"677",0,65,82,0.999592363834381,"the jade business"
"678",0,96,106,0.881531178951263,"my house –"
"679",0,132,140,0.999446749687195,"Kai Ring"
"680",0,155,179,0.971838533878326,"a small wooden dwell­ing"
"681",0,185,207,0.998994171619415,"a corrugated iron roof"
"682",0,225,242,0.756263673305511,"few opportunities"
"683",0,0,9,0.999895095825195,"Uru Kasha"
"684",0,17,69,0.885785818099976,"The military, government, ethnic armed organisations"
"685",0,74,83,0.958810150623322,"companies"
"686",0,88,96,0.999932169914246,"the ones"
"687",0,106,115,0.999976456165314,"the power"
"688",0,119,126,0.99997079372406,"Hpakant"
"689",0,128,136,0.999845445156097,"Our land"
"690",0,138,148,0.999939024448395,"our houses"
"691",0,153,168,0.999976456165314,"our environment"
"692",0,176,187,0.99998539686203,"their hands"
"693",0,0,20,0.998012244701385,"Additional reporting"
"694",0,24,35,0.999133944511414,"Nu Nu Lusan"
"695",0,41,53,0.999937415122986,"Kuala Lumpur"
"696",0,2,12,0.998650372028351,"Pseudonyms"
"697",0,31,42,0.999988496303558,"the request"
